a1_0,a1_1,a1_2,a1_3,a2_0,a2_1,a3_0,a3_1,a3_2,a3_3,a3_4,a3_5,b1_0,b1_1,b1_2,b1_3,b2_0,b2_1,b2_2,b2_3,b2_4,b3_0,b3_1,b3_2,b3_3,b4_0,b4_1,b4_2,b4_3,c1_0,c1_1,c1_2,c1_3,c1_4,c1_5,c1_6,c1_7,c1_8,c1_9,c1_10,c1_11,c2_0,c2_1,c2_2,c2_3,c2_4,c2_5,c3_0,c3_1,c3_2,c4_0,c4_1,risk_index,risk_label
3,2,3,3,2,3,2,3,3,3,3,2,3,2,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,2,3,2,3,2,2,2,3,3,2,2,3,2,3,2,3,2,2,3,2,2,3,5.737031615995372,MODERATE
3,2,3,3,3,3,2,3,2,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,2,3,2,2,3,2,2,3,3,2,3,2,2,3,2,2,2,2,3,3,2,2,3,2,2,2,3,2,6.174146388541667,MODERATE
2,3,3,2,2,3,3,3,2,2,3,3,3,2,3,3,2,2,3,2,3,3,2,2,2,2,3,3,2,3,3,2,3,3,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,3,2,5.356045068888888,MODERATE
2,3,3,3,2,2,3,2,2,3,3,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,5.497309922222222,MODERATE
3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,2,2,2,2,3,3,2,2,3,3,2,3,2,3,2,3,3,2,3,2,2,2,3,2,3,3,3,2,2,2,3,6.087008180493828,MODERATE
2,3,3,2,2,2,3,2,2,2,2,3,2,2,3,3,2,3,2,3,2,2,3,3,2,2,3,2,3,3,2,3,2,2,2,3,3,3,2,2,2,2,2,2,3,3,2,3,2,3,3,3,5.274515714891975,MODERATE
3,3,2,2,2,3,2,2,3,2,3,2,2,3,3,2,3,3,2,2,2,2,2,2,2,3,3,2,2,3,3,2,2,2,2,2,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,2,5.220928759637344,MODERATE
2,2,3,3,2,3,3,3,2,3,3,3,3,2,3,3,3,2,3,2,2,3,2,3,3,2,2,2,2,2,3,3,3,2,2,3,2,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,5.710799056450617,MODERATE
3,3,3,2,2,3,2,3,3,3,3,3,3,2,2,3,2,3,2,3,2,2,3,2,3,3,2,2,3,2,2,2,2,3,3,2,3,2,2,3,3,2,2,2,3,3,3,2,2,2,2,2,5.320696378148147,MODERATE
2,2,2,2,2,3,3,2,3,2,3,3,3,2,3,2,3,3,3,3,2,3,2,2,3,2,2,2,3,3,3,2,3,2,3,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,3,4.868761004243828,MODERATE
3,2,2,3,3,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,2,3,2,3,2,2,2,2,2,3,3,3,2,3,3,2,3,6.010137568518521,MODERATE
2,3,3,2,3,2,3,2,2,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,2,3,2,3,2,3,3,2,3,3,3,2,2,5.674895898148148,MODERATE
3,2,3,3,2,2,2,3,2,2,2,2,3,2,3,3,2,3,2,2,3,3,2,3,2,3,2,2,3,3,3,2,2,3,2,2,3,3,2,2,2,2,2,3,3,3,2,2,2,3,3,3,5.548929874999999,MODERATE
2,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,2,3,2,2,3,3,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,7.468076584629628,HIGH
3,2,3,3,3,3,2,3,2,3,3,2,3,3,2,3,2,2,2,2,3,3,3,2,2,3,3,3,2,2,3,3,3,3,2,2,2,2,3,2,3,3,3,2,3,2,3,3,2,3,2,3,6.567077841203704,MODERATE
3,3,2,3,3,2,2,3,2,3,3,3,3,3,2,2,2,3,3,2,3,2,2,2,3,3,2,3,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,5.542606981550927,MODERATE
2,3,3,2,3,3,2,3,2,3,3,2,3,2,3,3,3,3,2,3,3,3,2,2,3,2,2,3,2,3,3,2,2,2,3,2,2,3,2,2,3,2,3,3,3,2,3,2,3,3,2,2,6.446793770925927,MODERATE
3,3,3,2,3,2,2,2,3,2,2,2,3,3,3,2,2,2,2,3,2,3,3,3,3,2,2,2,2,3,3,2,3,3,2,2,2,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,6.332370791319444,MODERATE
2,3,3,3,3,2,2,2,2,2,2,2,3,3,2,3,3,2,2,3,2,3,3,2,3,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,3,2,3,2,3,2,2,5.170504746458333,MODERATE
2,2,2,3,2,2,2,2,3,3,3,2,3,2,3,3,3,3,2,2,3,3,3,2,2,3,2,2,2,2,3,3,3,3,2,2,2,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,5.90217085154321,MODERATE
3,3,2,2,3,3,3,3,3,2,3,2,2,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,3,2,2,2,3,2,3,2,2,2,2,3,3,3,2,2,3,3,3,5.8162981770833335,MODERATE
2,2,2,2,3,2,2,2,3,2,2,2,3,3,3,2,2,3,3,3,2,3,2,3,2,2,3,3,3,3,3,2,3,3,3,2,2,2,2,3,3,2,2,2,2,3,3,3,2,3,2,2,5.086981946666667,MODERATE
2,2,3,2,2,3,3,2,3,3,3,2,2,2,3,3,3,2,2,2,2,3,2,2,3,3,2,2,2,3,2,2,3,3,3,3,3,2,3,2,2,3,3,2,3,2,2,3,2,3,2,2,5.362008864938272,MODERATE
2,3,3,2,2,3,2,3,3,3,3,2,3,2,2,3,3,3,3,2,2,3,3,3,2,2,2,3,3,3,2,2,2,3,2,3,2,3,3,3,2,2,2,2,3,2,2,3,2,2,2,2,5.41061061087963,MODERATE
3,3,3,3,2,3,2,3,2,3,3,2,2,3,2,3,3,2,3,2,3,3,3,2,3,2,2,2,3,3,2,3,2,2,3,3,2,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,5.586888479691358,MODERATE
3,2,3,3,3,2,3,2,3,2,2,3,3,3,2,2,3,3,2,3,2,3,3,3,2,3,2,2,3,2,2,3,3,2,2,2,3,2,2,2,3,2,2,3,3,2,3,2,3,2,2,3,5.931335184907406,MODERATE
3,2,2,3,3,3,2,2,3,3,3,3,2,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,2,3,3,2,6.8791996257638885,HIGH
3,2,2,2,2,3,3,3,3,3,2,3,3,3,2,3,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,3,3,2,3,2,2,2,3,2,2,3,3,2,3,2,2,2,3,5.266179852013889,MODERATE
2,3,3,3,2,2,2,2,2,3,3,2,2,2,3,3,3,3,2,3,2,3,3,3,2,2,2,3,3,2,3,2,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,3,2,2,3,3,5.71771212037037,MODERATE
2,2,3,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,2,2,3,3,3,3,2,2,3,3,3,2,3,2,2,2,3,3,3,2,2,3,2,3,3,3,6.7351144000000005,MODERATE
2,2,2,3,2,3,2,2,3,3,3,3,3,2,2,2,2,2,2,3,2,3,2,3,2,3,3,2,2,2,3,2,2,3,3,2,3,3,2,3,2,2,3,3,2,2,2,2,2,3,2,2,4.7731923300000005,MODERATE
3,3,3,3,3,2,2,2,2,3,3,2,3,3,3,2,2,3,2,3,2,3,3,2,2,2,2,3,2,2,3,2,2,2,2,3,3,3,3,3,3,3,2,2,3,2,3,2,2,3,2,2,5.574976224197531,MODERATE
3,2,3,3,2,3,2,3,3,2,3,3,3,2,2,2,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,2,3,3,3,3,2,2,3,3,6.731075807777778,MODERATE
2,3,2,3,2,2,2,2,3,3,3,3,2,3,3,2,3,3,2,2,3,3,3,3,2,2,2,3,3,2,2,3,3,2,3,2,3,3,3,2,2,3,2,3,3,3,2,2,3,3,3,3,6.1314714076543195,MODERATE
3,3,3,2,2,3,3,2,3,3,2,2,2,2,3,3,3,3,3,2,2,3,3,2,3,2,3,3,3,3,3,2,3,3,2,2,2,3,2,3,2,2,3,2,2,2,2,2,3,3,3,2,6.334733496759259,MODERATE
2,2,2,3,3,2,3,3,3,2,2,3,2,3,3,3,2,3,3,2,3,2,3,2,3,2,2,2,2,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,4.970656979166667,MODERATE
2,2,2,3,3,3,3,3,2,2,2,3,2,3,2,3,3,3,2,2,2,2,3,2,3,3,3,2,3,3,2,2,2,2,3,2,2,3,2,3,2,3,2,2,3,3,2,3,3,3,3,3,6.601788625439815,MODERATE
2,3,3,3,2,3,2,3,3,2,3,2,3,3,3,3,2,2,3,3,2,3,3,3,2,3,2,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,5.75174725023148,MODERATE
2,2,2,2,3,2,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,2,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2,2,3,2,3,3,2,2,2,2,3,2,2,2,3,3,5.724826002839506,MODERATE
2,3,2,2,3,2,2,3,2,3,2,3,2,2,2,2,2,3,3,2,2,2,2,3,2,3,3,2,3,3,3,2,2,2,3,2,3,2,2,2,3,3,2,2,3,2,3,3,2,3,2,3,5.174366377777778,MODERATE
3,2,2,2,2,2,3,2,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,2,2,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,2,2,5.311859066944446,MODERATE
2,2,2,3,2,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,2,2,2,3,3,2,3,2,2,3,3,3,3,3,2,3,3,3,2,3,2,2,3,5.160135229027777,MODERATE
2,2,3,3,3,3,3,2,2,2,2,3,3,2,3,2,2,2,3,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,3,2,3,3,3,6.104157195740742,MODERATE
2,3,3,2,3,2,2,2,3,3,3,2,3,3,2,2,2,2,3,2,2,2,3,2,3,2,2,3,2,3,2,2,2,3,2,2,2,3,2,3,3,3,2,2,2,2,2,3,2,2,3,3,5.346040414814814,MODERATE
3,2,2,3,3,3,3,3,3,2,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,3,2,3,2,2,2,5.508189933518519,MODERATE
2,3,2,3,3,2,2,3,3,3,3,2,3,2,2,2,3,2,3,3,3,3,3,3,2,2,2,3,2,2,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,2,6.303117904135801,MODERATE
3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,2,2,3,2,3,2,3,3,3,2,2,3,3,3,3,3,2,3,3,2,2,3,3,2,3,3,2,2,3,3,3,3,2,2,2,2,5.999121219876543,MODERATE
3,2,3,3,2,3,2,2,3,2,2,3,3,3,3,2,3,2,3,2,2,3,3,3,2,2,3,2,2,3,2,2,2,2,2,3,3,2,3,2,3,2,2,2,2,2,2,3,3,2,3,3,5.9477265995833335,MODERATE
3,2,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,3,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3,3,3,3,2,2,2,2,3,2,5.4182923002469146,MODERATE
2,3,3,2,2,2,3,2,2,3,2,3,3,2,2,2,3,3,2,2,2,3,2,2,2,3,2,3,2,3,2,2,3,2,2,2,3,2,3,3,3,3,2,3,2,2,2,3,3,3,2,2,5.006712523425926,MODERATE
2,3,2,3,3,2,3,2,2,3,2,3,2,3,2,3,3,2,3,3,2,3,2,2,3,2,3,2,3,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,3,3,3,3,3,6.290191511111111,MODERATE
2,3,2,2,3,3,2,2,3,2,3,2,3,3,2,3,2,2,2,3,2,2,2,3,3,2,2,2,3,3,2,2,2,2,3,2,2,3,3,2,3,2,2,3,3,2,2,3,3,3,2,3,5.5724168402777785,MODERATE
3,3,3,2,3,3,2,3,3,2,2,3,3,2,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,2,3,3,2,3,2,2,2,2,3,2,3,3,2,2,2,2,3,2,2,3,5.5216211875,MODERATE
3,2,3,2,2,2,3,2,3,3,3,3,3,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,3,3,2,3,3,2,2,3,2,3,3,3,2,3,3,2,3,3,2,3,2,2,3,3,5.583412685925926,MODERATE
2,2,3,3,3,3,3,2,3,2,3,2,2,2,2,3,2,3,2,3,2,3,2,2,2,2,3,3,3,2,2,2,3,3,2,3,3,3,2,2,2,3,3,3,2,2,2,2,3,2,2,2,5.547353789830247,MODERATE
2,2,3,2,3,3,2,2,3,2,3,3,3,2,3,2,2,3,2,3,3,2,3,2,2,3,2,3,2,2,2,2,2,3,2,3,2,2,2,3,3,3,2,2,2,2,3,2,2,2,3,2,5.2948289937499995,MODERATE
2,2,2,3,3,2,2,3,2,3,3,2,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2,2,3,2,3,3,3,3,2,3,3,2,2,3,2,3,3,3,2,3,3,2,3,2,3,3,6.019564452222222,MODERATE
2,3,2,2,3,3,2,2,3,2,3,3,2,3,3,2,2,3,3,3,2,3,2,3,3,2,3,2,2,2,3,2,2,2,3,2,2,3,3,3,2,3,3,3,2,2,2,2,2,3,3,3,6.000681671111111,MODERATE
2,2,3,2,3,3,2,2,2,3,2,3,2,3,2,2,3,2,3,3,2,2,3,3,2,2,2,2,2,3,2,2,3,2,2,3,3,2,3,2,2,3,3,3,3,3,2,2,3,3,2,3,5.546832101697531,MODERATE
3,2,3,3,2,3,3,3,2,3,3,2,3,2,3,3,3,2,3,2,3,2,2,2,3,3,3,2,2,3,3,3,3,2,3,3,2,3,2,2,3,2,2,2,2,2,2,2,3,3,3,3,6.45310954868827,MODERATE
2,2,2,2,2,2,2,3,3,2,3,3,3,2,3,2,3,3,3,2,2,3,2,2,3,2,3,2,2,2,3,3,2,3,3,3,3,2,2,3,3,2,2,3,3,2,3,2,2,2,2,2,4.685123590956791,MODERATE
3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,2,3,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,2,3,3,2,3,2,2,6.006744087577161,MODERATE
2,3,3,3,2,2,2,2,2,3,2,3,3,2,2,3,2,2,2,2,2,3,3,3,3,3,3,2,2,3,2,3,2,2,2,3,3,3,3,2,2,3,2,3,2,2,2,2,3,2,3,3,5.717867513503086,MODERATE
2,3,3,2,2,2,3,2,2,3,2,3,2,2,3,2,3,3,3,2,2,3,2,2,2,2,3,2,2,2,2,2,3,3,3,3,2,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,5.790605910833333,MODERATE
2,3,3,2,3,2,2,2,3,3,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,3,2,3,3,3,2,3,3,2,3,2,2,3,3,3,3,2,2,2,3,2,3,2,5.505080072916666,MODERATE
3,2,2,3,3,3,2,3,3,3,2,3,2,2,3,2,3,2,3,3,3,2,2,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,2,2,2,2,2,3,5.899737498518521,MODERATE
3,2,2,3,3,2,2,2,2,3,2,2,2,3,3,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,3,3,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,2,4.7492383746296305,MODERATE
2,2,2,2,2,2,2,2,3,2,2,3,3,3,2,2,2,2,3,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,3,3,3,3,2,3,3,3,2,3,4.734336892368828,MODERATE
3,3,2,3,2,2,2,3,2,3,2,3,3,3,2,3,3,2,3,3,2,3,3,2,2,3,2,2,2,3,2,3,3,2,2,3,3,2,3,3,3,2,3,2,2,2,3,3,3,3,3,3,6.1820840213734565,MODERATE
3,3,2,3,3,2,3,3,3,2,2,2,3,2,2,3,3,2,2,3,2,2,2,3,3,3,3,2,3,3,2,3,2,3,3,2,3,3,3,3,2,2,2,3,2,3,3,2,2,2,3,3,6.321824932500001,MODERATE
3,3,3,3,3,3,2,3,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,2,2,3,2,2,3,3,3,2,3,3,3,6.774498040138889,MODERATE
3,3,3,3,3,2,2,2,3,2,2,2,2,3,2,2,3,2,3,3,3,2,3,2,2,3,3,2,3,3,3,3,2,2,3,3,2,2,2,3,3,3,3,2,3,2,3,3,3,3,2,3,6.411628727777777,MODERATE
3,3,2,2,3,2,2,3,3,2,2,2,2,2,2,3,2,3,3,3,2,2,2,3,3,3,3,3,3,2,2,3,2,3,2,2,2,2,3,3,3,2,3,2,3,2,3,3,3,2,2,2,5.55165375,MODERATE
3,2,3,2,3,3,2,2,2,3,2,2,3,3,3,3,2,2,3,3,2,3,2,2,2,2,3,2,2,3,2,3,3,2,3,2,2,3,2,2,3,3,3,3,2,3,3,2,3,2,2,3,6.12124138125,MODERATE
2,2,2,3,2,2,3,3,2,3,2,2,2,3,3,3,3,3,2,3,2,2,2,3,2,2,3,2,3,2,3,2,3,2,3,2,2,3,3,2,2,2,3,3,2,3,3,3,3,3,2,2,5.455718037268519,MODERATE
3,2,2,2,3,3,2,2,3,2,2,3,2,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,3,3,3,2,2,3,3,2,3,2,3,6.552462119158951,MODERATE
2,3,2,3,2,2,3,3,3,2,2,2,2,2,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,2,3,3,2,2,3,2,3,2,2,2,2,2,3,3,3,3,2,3,3,5.967010199999999,MODERATE
2,3,3,3,3,3,2,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,3,3,3,2,2,2,2,2,3,3,3,3,3,2,2,2,2,3,2,3,2,2,3,3,2,2,2,3,3,2,5.3525890893287045,MODERATE
3,3,2,2,2,3,2,2,2,2,2,2,3,2,3,3,3,3,2,3,2,2,3,2,2,2,2,3,3,3,2,2,2,2,2,3,3,3,3,2,3,2,3,2,3,3,3,2,2,2,3,2,5.13304045037037,MODERATE
3,2,3,2,2,2,2,3,3,3,3,3,3,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,3,3,3,2,2,2,3,3,2,2,3,2,3,3,3,2,2,2,3,2,3,2,2,3,5.323762518148149,MODERATE
2,2,3,2,2,3,3,3,2,2,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,2,2,3,3,2,3,2,2,3,3,2,2,3,3,2,3,3,2,2,3,3,2,3,2,3,2,6.148258283749998,MODERATE
2,2,2,2,2,2,3,3,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,5.185187922800925,MODERATE
3,3,3,3,3,3,3,2,2,3,3,2,3,2,2,3,2,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,6.55423788888889,MODERATE
3,3,2,3,2,3,2,2,3,3,2,3,2,2,3,2,2,3,2,3,2,3,2,3,3,3,2,3,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2,3,3,2,2,2,2,2,2,3,5.211010680617285,MODERATE
3,2,2,3,3,2,2,2,3,2,3,2,3,2,2,3,2,3,2,3,2,2,2,3,3,2,2,2,3,2,3,3,2,2,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,2,2,5.00388004037037,MODERATE
2,2,2,3,2,3,2,3,2,3,3,3,2,2,2,2,3,2,2,3,2,2,3,3,3,2,3,2,2,3,3,3,2,3,2,2,3,3,2,3,3,3,2,2,2,3,2,3,2,3,3,2,5.404840602777777,MODERATE
2,3,2,2,2,3,2,2,3,2,3,2,3,3,2,3,3,2,3,3,3,2,2,2,3,3,3,2,3,3,2,3,3,2,2,3,2,2,2,3,3,2,3,3,2,2,2,2,3,3,3,2,5.64110561777778,MODERATE
2,2,3,2,2,3,3,2,2,3,2,2,2,3,2,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,2,2,2,3,3,2,2,3,2,3,2,2,2,2,3,2,2,3,3,5.799375891512345,MODERATE
2,3,2,3,3,2,2,3,2,3,3,3,3,3,3,2,3,2,2,2,2,3,2,2,3,2,2,2,2,3,3,2,2,3,3,2,2,2,3,3,3,3,2,3,2,3,2,2,3,3,3,2,6.011065190246915,MODERATE
3,3,2,3,2,3,2,3,2,3,3,2,3,3,3,3,3,2,3,2,2,3,3,2,3,3,2,2,2,3,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,2,6.137327072916667,MODERATE
3,2,2,2,2,2,3,3,3,2,3,3,2,3,3,2,3,3,3,2,2,3,3,2,2,2,2,3,3,2,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3,2,2,3,2,3,2,2,5.154986485378087,MODERATE
3,3,3,3,3,2,3,2,3,2,3,3,3,2,2,2,3,2,3,3,2,3,3,2,2,2,3,2,2,2,3,3,3,3,2,3,3,2,3,2,3,2,3,3,2,3,3,3,3,2,2,3,6.3392652456250005,MODERATE
2,2,2,3,3,2,3,2,3,2,3,2,2,3,2,2,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,2,3,3,2,2,3,2,2,3,2,2,3,2,2,3,2,3,3,2,3,2,5.868555755416667,MODERATE
3,3,2,2,3,2,2,2,2,2,3,3,3,3,3,2,2,3,2,3,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,3,2,3,2,2,5.286647769320988,MODERATE
3,3,3,3,3,2,2,2,2,2,3,2,3,3,2,2,2,3,2,2,3,2,2,3,3,2,2,2,3,3,3,2,2,3,2,3,3,3,2,2,3,3,3,3,2,3,3,3,2,3,3,3,6.1323405,MODERATE
3,2,2,2,3,3,3,3,3,2,2,2,2,3,3,3,3,2,2,3,2,2,2,3,3,2,3,3,2,3,2,3,2,3,3,3,3,2,2,2,3,3,2,3,3,2,2,2,2,2,3,2,5.813456261550927,MODERATE
2,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,3,3,2,3,2,2,3,2,2,2,3,2,2,3,2,2,3,2,3,3,3,2,3,2,2,3,3,3,3,5.099153290864198,MODERATE
2,2,2,2,3,3,3,2,2,3,2,3,3,2,3,3,3,2,2,2,3,3,2,3,2,2,3,2,2,2,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,3,2,2,2,3,3,3,5.8030595038271615,MODERATE
3,2,3,3,2,2,3,3,3,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,2,3,3,2,3,3,3,2,3,2,3,3,3,2,2,3,3,2,2,3,3,2,3,3,3,3,2,6.32480093324074,MODERATE
3,3,2,2,2,3,2,3,3,3,2,3,3,2,2,3,3,2,3,2,2,3,2,2,3,3,2,3,3,3,3,2,2,3,3,2,2,3,2,2,3,3,3,2,2,3,2,2,3,3,3,2,6.040610080825617,MODERATE
3,2,2,3,2,3,2,2,3,2,3,3,2,3,2,2,3,3,2,3,2,2,2,3,3,3,3,3,2,2,3,2,3,2,3,2,3,2,2,3,3,2,3,3,3,3,2,3,3,3,2,2,5.562450481805557,MODERATE
3,3,2,3,3,3,2,2,2,2,2,3,2,2,2,2,2,3,3,3,2,3,2,3,3,2,2,2,2,3,3,3,2,2,2,3,3,3,3,2,2,2,2,3,3,2,2,3,2,2,3,3,5.583421523564814,MODERATE
2,3,3,3,3,2,3,3,2,3,2,3,2,3,3,2,2,3,2,2,3,2,2,3,2,3,3,2,2,2,3,2,3,2,3,2,3,2,3,2,2,2,2,3,2,2,3,3,2,3,2,2,5.6134796147222215,MODERATE
2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,2,3,2,3,2,3,3,2,3,2,2,3,3,2,3,3,3,2,2,2,3,2,2,3,3,2,5.70101750013889,MODERATE
3,2,3,2,3,3,2,3,3,2,2,2,3,3,3,3,2,2,3,2,3,3,3,3,2,3,2,2,3,2,3,2,3,3,2,3,2,2,2,2,3,3,3,3,3,2,2,2,3,3,3,3,6.813713596666667,HIGH
3,3,2,3,3,2,3,2,3,2,3,3,2,2,3,2,3,3,2,3,3,2,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,3,3,2,3,3,3,2,3,2,2,3,2,3,2,2,5.875406625030864,MODERATE
2,2,2,2,3,3,3,2,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,2,3,2,3,2,2,2,3,3,2,2,3,3,2,2,6.289563703333334,MODERATE
2,3,3,3,2,3,2,3,3,3,2,3,3,2,3,2,2,2,3,3,2,2,2,2,3,3,2,3,2,2,3,2,2,3,3,2,2,3,2,3,3,2,3,2,3,2,2,3,2,3,3,3,5.863591583333333,MODERATE
3,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,2,3,3,2,3,3,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,3,3,2,3,2,6.096573591875,MODERATE
2,3,2,3,3,2,2,3,2,3,2,2,2,2,3,3,3,2,2,2,3,3,3,3,2,3,2,3,2,2,3,3,3,3,2,2,3,3,3,2,2,3,2,3,2,3,2,3,3,2,2,2,5.885814571728395,MODERATE
3,3,2,2,3,3,3,3,2,3,3,2,3,2,2,3,3,3,3,3,2,2,2,2,2,3,2,3,3,3,3,2,2,2,2,2,3,3,2,2,2,2,3,3,3,3,2,2,3,3,2,2,5.929329165432099,MODERATE
3,2,3,3,2,3,3,2,3,3,3,2,2,3,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,2,3,2,3,2,3,3,3,2,2,2,2,3,2,6.472525350324076,MODERATE
2,2,2,2,3,3,3,2,2,2,2,2,3,3,2,3,2,3,3,2,2,2,2,3,2,2,2,2,3,3,3,3,2,3,3,3,3,2,3,2,2,3,2,3,3,2,2,2,3,2,3,2,5.099799403533951,MODERATE
3,2,3,2,2,3,2,3,2,3,3,3,3,3,2,2,3,2,3,3,2,2,3,3,3,2,3,2,2,2,2,3,2,2,3,3,3,2,3,3,3,3,2,2,3,3,2,2,2,2,2,2,5.247096780694443,MODERATE
3,3,2,3,3,2,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3,2,2,2,3,3,2,3,3,3,3,2,2,3,2,2,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,3,6.038316009814815,MODERATE
2,3,2,3,3,3,2,2,2,2,3,2,3,3,2,2,2,2,2,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,3,3,3,2,2,3,3,3,5.555157965432099,MODERATE
